userid,username,firstname,lastname,city,state,email,phone,likesports,liketheatre,likeconcerts,likejazz,likeclassical,likeopera,likerock,likevegas,likebroadway,likemusicals
186,EUR,Victor,Ray,WEST YARMOUTH,Mayotte,Victor.K.Ray@pookmail.com,727-599-5975,false,false,false,false,false,false,false,false,false,false
187,EUR,Tim,Mallard,DOUBLE SPRINGS,Mayotte,Tim.J.Mallard@mailinator.com,903-444-0399,true,true,true,true,true,true,true,true,true,true
188,EUR,Robert,Davis,NORTH READING,Mayotte,Robert.A.Davis@spambob.com,850-846-1863,false,false,false,false,false,false,false,false,false,false
189,EUR,Catherine,Andrews,CRAWFORDVILLE,Mayotte,Catherine.L.Andrews@mailinator.com,323-972-7901,true,true,true,true,true,true,true,true,true,true
190,EUR,Shannan,Bakken,DUNCANSVILLE,Mayotte,Shannan.I.Bakken@trashymail.com,601-463-2407,false,false,false,false,false,false,false,false,false,false
191,EUR,Florence,Holcomb,TAMPA,Mayotte,Florence.L.Holcomb@dodgit.com,248-996-3984,true,true,true,true,true,true,true,true,true,true
192,EUR,Jay,Smiley,OXFORD,Mayotte,Jay.L.Smiley@dodgit.com,308-335-5284,false,false,false,false,false,false,false,false,false,false
193,EUR,Salvador,Donley,GATESVILLE,Mayotte,Salvador.R.Donley@spambob.com,610-717-3154,true,true,true,true,true,true,true,true,true,true
194,EUR,Eric,Elliot,CHARLESTOWN,Mayotte,Eric.N.Elliot@pookmail.com,808-776-5478,false,false,false,false,false,false,false,false,false,false
195,EUR,Pamela,Skillings,MUSCATINE,Mayotte,Pamela.N.Skillings@pookmail.com,850-505-8534,true,true,true,true,true,true,true,true,true,true
196,EUR,Kathleen,Jimenez,OPP,Mayotte,Kathleen.T.Jimenez@spambob.com,804-520-7392,false,false,false,false,false,false,false,false,false,false
197,EUR,Steven,White,ERILINE,Mayotte,Steven.L.White@pookmail.com,810-881-6768,true,true,true,true,true,true,true,true,true,true
198,EUR,Mary,Dewitt,MONTROSE,Mayotte,Mary.E.Dewitt@trashymail.com,920-747-8819,false,false,false,false,false,false,false,false,false,false
199,EUR,Aaron,Enriquez,HIGHLAND LAKE,Mayotte,Aaron.M.Enriquez@pookmail.com,918-348-4193,true,true,true,true,true,true,true,true,true,true
200,EUR,Todd,Gerdes,SUGAR VALLEY,Mayotte,Todd.H.Gerdes@mailinator.com,925-254-5928,false,false,false,false,false,false,false,false,false,false
201,EUR,Susan,Owens,CEDAR RAPIDS,Mayotte,Susan.E.Owens@mailinator.com,315-455-8972,true,true,true,true,true,true,true,true,true,true
202,EUR,Anne,Seaton,MARLTON,Mayotte,Anne.B.Seaton@spambob.com,276-386-4445,false,false,false,false,false,false,false,false,false,false
203,EUR,Eddie,Gage,WAPATO,Mayotte,Eddie.M.Gage@trashymail.com,913-568-8076,true,true,true,true,true,true,true,true,true,true
204,EUR,Julius,Zhao,CORDOVA,Mayotte,Julius.J.Zhao@pookmail.com,225-667-3142,false,false,false,false,false,false,false,false,false,false
205,EUR,Rose,Kennett,WEST MIFFLIN,Mayotte,Rose.R.Kennett@pookmail.com,919-801-8282,true,true,true,true,true,true,true,true,true,true
206,EUR,Robin,Aguayo,MILLBROOK,Mayotte,Robin.W.Aguayo@pookmail.com,409-743-0192,false,false,false,false,false,false,false,false,false,false
207,EUR,Richard,Durkin,MILWAUKEE,Mayotte,Richard.M.Durkin@spambob.com,225-247-7466,true,true,true,true,true,true,true,true,true,true
208,EUR,Verna,Johnson,LANSING,Mayotte,Verna.J.Johnson@dodgit.com,213-382-9538,false,false,false,false,false,false,false,false,false,false
209,EUR,Leota,Cowan,KOUNTZE,Mayotte,Leota.W.Cowan@pookmail.com,908-722-7335,true,true,true,true,true,true,true,true,true,true
210,EUR,Jennifer,Music,HATTIESBURG,Mayotte,Jennifer.C.Music@spambob.com,661-763-3559,false,false,false,false,false,false,false,false,false,false
211,EUR,Idell,Wofford,SEATTLE,Mayotte,Idell.J.Wofford@spambob.com,405-209-7228,true,true,true,true,true,true,true,true,true,true
212,EUR,Ralph,Ferreira,WATERBURY,Mayotte,Ralph.A.Ferreira@mailinator.com,714-772-9986,false,false,false,false,false,false,false,false,false,false
213,EUR,Matthew,Minor,ARECIBO,Mayotte,Matthew.R.Minor@spambob.com,315-310-5438,true,true,true,true,true,true,true,true,true,true
214,EUR,Mary,Gonzalez,THOMASVILLE,Mayotte,Mary.B.Gonzalez@mailinator.com,917-260-4691,false,false,false,false,false,false,false,false,false,false
215,EUR,Linda,Brown,ABBOTSFORD,Mayotte,Linda.R.Brown@trashymail.com,910-823-3276,true,true,true,true,true,true,true,true,true,true
216,EUR,Scott,Price,DALLAS,Mayotte,Scott.S.Price@trashymail.com,530-896-9116,false,false,false,false,false,false,false,false,false,false
217,YER,Frank,Smith,SAVANNAH,Yemeni,Frank.C.Smith@spambob.com,419-829-2863,true,true,true,true,true,true,true,true,true,true
218,YER,Eric,Valdez,EAST HAMPTON,Yemeni,Eric.E.Valdez@pookmail.com,858-587-4013,false,false,false,false,false,false,false,false,false,false
219,YER,Clayton,Peterson,LAJAS,Yemeni,Clayton.Y.Peterson@dodgit.com,212-621-3638,true,true,true,true,true,true,true,true,true,true
220,YER,Elsie,Cournoyer,CABO ROJO,Yemeni,Elsie.G.Cournoyer@dodgit.com,903-689-7570,false,false,false,false,false,false,false,false,false,false
221,YER,Rebecca,Nixon,MAPLETON,Yemeni,Rebecca.J.Nixon@spambob.com,559-367-6361,true,true,true,true,true,true,true,true,true,true
222,YER,Martin,Bryant,COLUMBIA,Yemeni,Martin.C.Bryant@dodgit.com,415-568-6969,false,false,false,false,false,false,false,false,false,false
223,YER,Tony,Weller,WASHINGTON,Yemeni,Tony.A.Weller@dodgit.com,586-574-0540,true,true,true,true,true,true,true,true,true,true
224,YER,Sarah,Henderson,SUSSEX,Yemeni,Sarah.M.Henderson@pookmail.com,609-306-3735,false,false,false,false,false,false,false,false,false,false
225,YER,Todd,Taylor,MAYNARD,Yemeni,Todd.M.Taylor@dodgit.com,413-542-4986,true,true,true,true,true,true,true,true,true,true
226,YER,Julie,Jones,OKLAHOMA CITY,Yemeni,Julie.S.Jones@mailinator.com,201-353-6268,false,false,false,false,false,false,false,false,false,false
227,YER,Manuel,Hall,CHESTERFIELD,Yemeni,Manuel.N.Hall@pookmail.com,704-665-1887,true,true,true,true,true,true,true,true,true,true
228,YER,Lisa,Dolan,PERRYVILLE,Yemeni,Lisa.D.Dolan@trashymail.com,310-237-6801,false,false,false,false,false,false,false,false,false,false
229,YER,Robert,Colbert,GALLION,Yemeni,Robert.A.Colbert@pookmail.com,254-204-1133,true,true,true,true,true,true,true,true,true,true
230,YER,Phyllis,Ratliff,KEARNY,Yemeni,Phyllis.H.Ratliff@spambob.com,703-435-5796,false,false,false,false,false,false,false,false,false,false
231,YER,Raymond,Crawford,HUNTSVILLE,Yemeni,Raymond.K.Crawford@spambob.com,423-461-0671,true,true,true,true,true,true,true,true,true,true
232,YER,Russell,Rangel,ETHELSVILLE,Yemeni,Russell.T.Rangel@pookmail.com,707-267-2436,false,false,false,false,false,false,false,false,false,false
233,YER,Matthew,Heinz,RICHFIELD,Yemeni,Matthew.J.Heinz@spambob.com,914-345-8653,true,true,true,true,true,true,true,true,true,true
234,YER,Gladys,Woodson,LIBERTY,Yemeni,Gladys.E.Woodson@mailinator.com,660-775-8885,false,false,false,false,false,false,false,false,false,false
235,YER,Benjamin,Kendrick,PLEASANT HILL,Yemeni,Benjamin.D.Kendrick@dodgit.com,715-791-9709,true,true,true,true,true,true,true,true,true,true
236,YER,Marvin,Diaz,WEST CREEK,Yemeni,Marvin.A.Diaz@trashymail.com,501-776-8691,false,false,false,false,false,false,false,false,false,false
237,YER,Alan,Edmondson,HAMMONTON,Yemeni,Alan.G.Edmondson@spambob.com,301-454-8521,true,true,true,true,true,true,true,true,true,true
238,YER,John,Fields,SAINT LOUIS,Yemeni,John.A.Fields@pookmail.com,713-407-6713,true,true,true,true,true,true,true,true,true,true
239,YER,Elias,Lively,GREENVILLE,Yemeni,Elias.M.Lively@trashymail.com,949-248-6065,false,false,false,false,false,false,false,false,false,false
240,YER,Sylvia,Cope,PHILADELPHIA,Yemeni,Sylvia.H.Cope@trashymail.com,636-928-5188,true,true,true,true,true,true,true,true,true,true
241,YER,Willie,Bryant,HOUSTON,Yemeni,Willie.K.Bryant@dodgit.com,904-607-8214,false,false,false,false,false,false,false,false,false,false
242,YER,Barry,Fritz,NORTHVILLE,Yemeni,Barry.T.Fritz@trashymail.com,702-667-0509,true,true,true,true,true,true,true,true,true,true
243,YER,Dorothy,Hudson,ALTO,Yemeni,Dorothy.J.Hudson@dodgit.com,814-373-8441,false,false,false,false,false,false,false,false,false,false
244,YER,Agnes,Sim,UNION,Yemeni,Agnes.R.Sim@dodgit.com,240-389-3567,true,true,true,true,true,true,true,true,true,true
245,YER,Esther,Brown,RIVERSIDE,Yemeni,Esther.H.Brown@pookmail.com,419-920-3027,false,false,false,false,false,false,false,false,false,false
246,YER,Marcie,Wulf,OAK LAWN,Yemeni,Marcie.B.Wulf@mailinator.com,302-757-5822,true,true,true,true,true,true,true,true,true,true
247,YER,Cassie,Larrabee,HOBOKEN,Yemeni,Cassie.J.Larrabee@mailinator.com,615-473-8361,false,false,false,false,false,false,false,false,false,false
248,YER,Lola,Gholston,BRONX,Yemeni,Lola.T.Gholston@pookmail.com,810-237-6039,true,true,true,true,true,true,true,true,true,true
249,YER,William,Wold,LAMOURE,Yemeni,William.J.Wold@dodgit.com,954-622-4507,false,false,false,false,false,false,false,false,false,false
250,YER,Matthew,Woodworth,PORTAL,Yemeni,Matthew.J.Woodworth@mailinator.com,805-310-8493,true,true,true,true,true,true,true,true,true,true
251,YER,Richard,Gross,WINSLOW,Yemeni,Richard.A.Gross@pookmail.com,215-701-3798,false,false,false,false,false,false,false,false,false,false
252,YER,John,Carter,WELLINGTON,Yemeni,John.D.Carter@pookmail.com,937-524-0759,true,true,true,true,true,true,true,true,true,true
253,YER,David,Byrd,SPRINGFIELD,Yemeni,David.S.Byrd@trashymail.com,701-853-9157,false,false,false,false,false,false,false,false,false,false
254,YER,Gilbert,Ball,WOODSTOCK,Yemeni,Gilbert.E.Ball@mailinator.com,775-358-5439,true,true,true,true,true,true,true,true,true,true
255,YER,Margaret,Martinez,EDISON,Yemeni,Margaret.A.Martinez@pookmail.com,440-716-9288,false,false,false,false,false,false,false,false,false,false
256,YER,Silvia,Bortz,DUNDEE,Yemeni,Silvia.R.Bortz@pookmail.com,952-356-3594,true,true,true,true,true,true,true,true,true,true
257,YER,Kristi,Graham,EVERETT,Yemeni,Kristi.J.Graham@trashymail.com,408-990-3903,false,false,false,false,false,false,false,false,false,false
258,YER,Lula,Villarreal,SAN FRANCISCO,Yemeni,Lula.B.Villarreal@dodgit.com,845-708-2442,true,true,true,true,true,true,true,true,true,true
259,WST,Debbie,Millen,HOBOKEN,Samoan ,Debbie.A.Millen@spambob.com,419-333-6582,true,true,true,true,true,true,true,true,true,true
260,WST,Timothy,Tello,SEATTLE,Samoan ,Timothy.P.Tello@pookmail.com,609-662-5189,false,false,false,false,false,false,false,false,false,false
261,WST,Adam,Collins,SAINT LOUIS,Samoan ,Adam.M.Collins@spambob.com,847-755-2910,true,true,true,true,true,true,true,true,true,true
262,WST,Loren,Sanders,CAMP MURRAY,Samoan ,Loren.A.Sanders@mailinator.com,312-239-0449,false,false,false,false,false,false,false,false,false,false
263,WST,Don,Hamada,NEW YORK,Samoan ,Don.C.Hamada@pookmail.com,202-617-6861,true,true,true,true,true,true,true,true,true,true
264,WST,Virginia,Robles,AUSTIN,Samoan ,Virginia.F.Robles@dodgit.com,863-368-0489,false,false,false,false,false,false,false,false,false,false
265,WST,William,Singleton,LEWISTOWN,Samoan ,William.T.Singleton@spambob.com,856-256-7126,true,true,true,true,true,true,true,true,true,true
266,WST,Theresa,Cobbs,DRAPER,Samoan ,Theresa.D.Cobbs@pookmail.com,781-846-0987,false,false,false,false,false,false,false,false,false,false
267,WST,Michael,Miller,LOWELL,Samoan ,Michael.H.Miller@spambob.com,330-668-8119,true,true,true,true,true,true,true,true,true,true
268,WST,Tana,Ruiz,LAKE STEVENS,Samoan ,Tana.D.Ruiz@trashymail.com,925-308-7803,false,false,false,false,false,false,false,false,false,false
269,WST,Imogene,Barnes,KETTLE FALLS,Samoan ,Imogene.J.Barnes@mailinator.com,858-539-4098,true,true,true,true,true,true,true,true,true,true
270,WST,Brenda,Jenkins,YAUCO,Samoan ,Brenda.B.Jenkins@spambob.com,920-889-3176,false,false,false,false,false,false,false,false,false,false
271,WST,Jerri,Franklin,LAJAS,Samoan ,Jerri.F.Franklin@trashymail.com,650-899-5778,true,true,true,true,true,true,true,true,true,true
272,WST,Mark,Jaimes,GRAFTON,Samoan ,Mark.S.Jaimes@pookmail.com,508-531-1191,false,false,false,false,false,false,false,false,false,false
273,WST,Jared,Woods,WATERBURY,Samoan ,Jared.D.Woods@mailinator.com,404-234-9423,true,true,true,true,true,true,true,true,true,true
274,WST,Melva,Stjohn,ISABELA,Samoan ,Melva.L.Stjohn@mailinator.com,203-341-3549,false,false,false,false,false,false,false,false,false,false
275,WST,Nikki,Bowman,WATERFORD WORKS,Samoan ,Nikki.J.Bowman@pookmail.com,484-945-1948,true,true,true,true,true,true,true,true,true,true
276,WST,Marc,Farmer,BORDENTOWN,Samoan ,Marc.J.Farmer@trashymail.com,707-827-6313,false,false,false,false,false,false,false,false,false,false
277,WST,Sheila,Mitchell,CIALES,Samoan ,Sheila.S.Mitchell@spambob.com,425-908-4453,true,true,true,true,true,true,true,true,true,true
278,WST,Andrea,Tabares,WINDSOR,Samoan ,Andrea.G.Tabares@pookmail.com,859-484-4399,false,false,false,false,false,false,false,false,false,false
279,WST,Royce,Madrigal,ARECIBO,Samoan ,Royce.M.Madrigal@trashymail.com,760-485-3770,true,true,true,true,true,true,true,true,true,true
280,WST,Teresa,Craig,FALKVILLE,Samoan ,Teresa.G.Craig@mailinator.com,813-572-2617,false,false,false,false,false,false,false,false,false,false
281,WST,Ann,Johnson,SAN GERMAN,Samoan ,Ann.M.Johnson@pookmail.com,443-785-1048,true,true,true,true,true,true,true,true,true,true
282,WST,Tami,Fisher,NEW YORK,Samoan ,Tami.T.Fisher@spambob.com,212-868-1125,false,false,false,false,false,false,false,false,false,false
283,WST,Brenda,Harrell,WOOD RIVER,Samoan ,Brenda.W.Harrell@dodgit.com,541-492-5877,true,true,true,true,true,true,true,true,true,true
284,WST,Glenda,Payton,EAST LONGMEADOW,Samoan ,Glenda.R.Payton@pookmail.com,706-477-1887,false,false,false,false,false,false,false,false,false,false
285,WST,David,Cook,GUAYANILLA,Samoan ,David.V.Cook@trashymail.com,408-612-8939,true,true,true,true,true,true,true,true,true,true
286,WST,Anthony,Ellison,ASHVILLE,Samoan ,Anthony.A.Ellison@spambob.com,408-573-4748,false,false,false,false,false,false,false,false,false,false
287,WST,Roberta,Heins,PASCAGOULA,Samoan ,Roberta.T.Heins@trashymail.com,646-285-8904,true,true,true,true,true,true,true,true,true,true
288,WST,Brandon,King,SEATTLE,Samoan ,Brandon.F.King@mailinator.com,206-274-9601,false,false,false,false,false,false,false,false,false,false
289,WST,Loretta,Gomez,POLK,Samoan ,Loretta.P.Gomez@mailinator.com,845-486-5477,true,true,true,true,true,true,true,true,true,true
290,WST,Paul,Alvarado,HAZLETON,Samoan ,Paul.A.Alvarado@dodgit.com,601-480-5381,false,false,false,false,false,false,false,false,false,false
291,WST,Paula,Nelson,PINEVILLE,Samoan ,Paula.J.Nelson@pookmail.com,920-797-9244,true,true,true,true,true,true,true,true,true,true
292,WST,Freida,Burton,HAINES CITY,Samoan ,Freida.H.Burton@trashymail.com,847-542-2461,false,false,false,false,false,false,false,false,false,false
293,WST,Mildred,Adrian,TALLADEGA,Samoan ,Mildred.G.Adrian@trashymail.com,304-286-4051,true,true,true,true,true,true,true,true,true,true
294,WST,Lottie,Tucker,MOBILE,Samoan ,Lottie.S.Tucker@dodgit.com,716-269-9856,false,false,false,false,false,false,false,false,false,false
295,WST,Bradley,Lefever,TYLER,Samoan ,Bradley.L.Lefever@trashymail.com,501-798-1169,true,true,true,true,true,true,true,true,true,true
296,WST,Kurt,Stcyr,MARION,Samoan ,Kurt.R.Stcyr@pookmail.com,402-974-4004,false,false,false,false,false,false,false,false,false,false
297,WST,Donald,Conyers,CITRUS SPRINGS,Samoan ,Donald.M.Conyers@mailinator.com,423-598-4277,true,true,true,true,true,true,true,true,true,true
298,WST,Virginia,Taylor,DALLAS,Samoan ,Virginia.K.Taylor@trashymail.com,708-523-1524,false,false,false,false,false,false,false,false,false,false
299,WST,Joshua,Smith,GRAND RAPIDS,Samoan ,Joshua.M.Smith@spambob.com,978-298-5746,true,true,true,true,true,true,true,true,true,true
300,WST,James,Robertson,OKLAHOMA CITY,Samoan ,James.R.Robertson@trashymail.com,717-734-6092,false,false,false,false,false,false,false,false,false,false
301,WST,Jenny,Fischer,MERIDEN,Samoan ,Jenny.R.Fischer@dodgit.com,308-582-9441,true,true,true,true,true,true,true,true,true,true
302,WST,Edwina,Taliaferro,NEW PORT RICHEY,Samoan ,Edwina.J.Taliaferro@trashymail.com,970-653-5948,false,false,false,false,false,false,false,false,false,false
303,XPF,Alicia,Woody,NEWARK,Welsh,Alicia.F.Woody@pookmail.com,607-413-1597,false,false,false,false,false,false,false,false,false,false
304,XPF,Dorthy,Wear,GRANT,Welsh,Dorthy.M.Wear@mailinator.com,989-603-3915,true,true,true,true,true,true,true,true,true,true
305,XPF,Shelia,Partee,VEGA ALTA,Welsh,Shelia.B.Partee@mailinator.com,410-896-4453,false,false,false,false,false,false,false,false,false,false
306,XPF,Ruth,Drees,CABO ROJO,Welsh,Ruth.D.Drees@spambob.com,254-678-4653,true,true,true,true,true,true,true,true,true,true
307,XPF,Maria,Thomas,HANCOCK,Welsh,Maria.C.Thomas@mailinator.com,304-365-0929,false,false,false,false,false,false,false,false,false,false
308,XPF,Adam,Larocco,SIMSBURY,Welsh,Adam.M.Larocco@dodgit.com,845-336-4212,true,true,true,true,true,true,true,true,true,true
309,XPF,Dorla,Sears,WASHINGTON,Welsh,Dorla.E.Sears@pookmail.com,310-515-3589,false,false,false,false,false,false,false,false,false,false
310,XPF,Lanette,Combs,BELLMAWR,Welsh,Lanette.J.Combs@dodgit.com,229-332-0692,true,true,true,true,true,true,true,true,true,true
311,XPF,Rosa,Harrell,SAVANNAH,Welsh,Rosa.S.Harrell@pookmail.com,304-943-2401,false,false,false,false,false,false,false,false,false,false
312,XPF,Susan,Wills,OKLAHOMA CITY,Welsh,Susan.D.Wills@trashymail.com,606-289-3476,true,true,true,true,true,true,true,true,true,true
313,XPF,Althea,George,LEXINGTON,Welsh,Althea.R.George@spambob.com,315-292-4085,false,false,false,false,false,false,false,false,false,false
314,XPF,Travis,Iddings,WEBSTER,Welsh,Travis.R.Iddings@pookmail.com,925-231-8468,true,true,true,true,true,true,true,true,true,true
315,XPF,Jeffery,Jacobsen,BOULDER CREEK,Welsh,Jeffery.B.Jacobsen@mailinator.com,909-932-0333,false,false,false,false,false,false,false,false,false,false
316,XPF,Wanda,Mccutcheon,MONTGOMERY,Welsh,Wanda.P.Mccutcheon@spambob.com,207-435-2475,true,true,true,true,true,true,true,true,true,true
317,XPF,Raymond,Blaine,HUNTSVILLE,Welsh,Raymond.E.Blaine@spambob.com,510-704-6663,false,false,false,false,false,false,false,false,false,false
318,XPF,Rose,Virgin,BYNUM,Welsh,Rose.R.Virgin@pookmail.com,859-242-7476,true,true,true,true,true,true,true,true,true,true
319,XPF,Andrew,Bilderback,NEVIS,Welsh,Andrew.W.Bilderback@pookmail.com,253-474-7620,false,false,false,false,false,false,false,false,false,false
320,XPF,Thomas,Galloway,WALHALLA,Welsh,Thomas.R.Galloway@pookmail.com,907-567-5780,true,true,true,true,true,true,true,true,true,true
321,XPF,Johnny,March,MOUNT HOLLY,Welsh,Johnny.J.March@pookmail.com,432-661-0306,false,false,false,false,false,false,false,false,false,false
322,XPF,Christopher,Eller,EASTON,Welsh,Christopher.M.Eller@dodgit.com,508-498-4497,true,true,true,true,true,true,true,true,true,true
323,XPF,Lawrence,Kemp,COOPER,Welsh,Lawrence.C.Kemp@mailinator.com,810-235-5931,false,false,false,false,false,false,false,false,false,false
324,XPF,Edna,Mcginnis,HUNTSVILLE,Welsh,Edna.D.Mcginnis@dodgit.com,774-776-4762,false,false,false,false,false,false,false,false,false,false
325,XPF,Charles,Powers,DUTTON,Welsh,Charles.M.Powers@dodgit.com,480-283-1987,true,true,true,true,true,true,true,true,true,true
